brand,legitimate_domain,homograph_unicode,homograph_punycode,technique,script,substitution
Facebook,facebook.com,facebooκ.com,xn--faceboo-9nf.com,IDN-homoglyph,Greek-kappa,k -> U+03BA
Facebook,facebook.com,facebooк.com,xn--faceboo-jig.com,IDN-homoglyph,Cyrillic-ka,k -> U+043A
Facebook,facebook.com,faceboοk.com,xn--facebok-epf.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Facebook,facebook.com,faceboоk.com,xn--facebok-fjg.com,IDN-homoglyph,Cyrillic,o -> U+043E
Facebook,facebook.com,faceboօk.com,xn--facebok-5ni.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Facebook,facebook.com,facebοok.com,xn--facebok-dpf.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Facebook,facebook.com,facebоok.com,xn--facebok-ejg.com,IDN-homoglyph,Cyrillic,o -> U+043E
Facebook,facebook.com,facebօok.com,xn--facebok-4ni.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Facebook,facebook.com,faceЬook.com,xn--faceook-kmg.com,IDN-homoglyph,Cyrillic-soft,b -> U+042C
Facebook,facebook.com,faceвook.com,xn--faceook-mgg.com,IDN-homoglyph,Cyrillic-ve,b -> U+0432
Facebook,facebook.com,facεbook.com,xn--facbook-0mf.com,IDN-homoglyph,Greek-eps,e -> U+03B5
Facebook,facebook.com,facеbook.com,xn--facbook-9gg.com,IDN-homoglyph,Cyrillic,e -> U+0435
Facebook,facebook.com,facєbook.com,xn--facbook-dog.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
Facebook,facebook.com,faϲebook.com,xn--faebook-6pf.com,IDN-homoglyph,Greek-lunate,c -> U+03F2
Facebook,facebook.com,faсebook.com,xn--faebook-zjg.com,IDN-homoglyph,Cyrillic,c -> U+0441
Facebook,facebook.com,faⅽebook.com,facebook.com,IDN-homoglyph,Roman-num,c -> U+217D
Facebook,facebook.com,fɑcebook.com,xn--fcebook-lbd.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Facebook,facebook.com,fαcebook.com,xn--fcebook-1lf.com,IDN-homoglyph,Greek,a -> U+03B1
Facebook,facebook.com,fаcebook.com,xn--fcebook-2fg.com,IDN-homoglyph,Cyrillic,a -> U+0430
FedEx,fedex.com,feclex.com,,ASCII-digraph,ASCII,d -> cl
FedEx,fedex.com,f3dex.com,,ASCII-lookalike,ASCII,e -> 3
FedEx,fedex.com,fed3x.com,,ASCII-lookalike,ASCII,e -> 3
FedEx,fedex.com,fedeχ.com,xn--fede-8od.com,IDN-homoglyph,Greek-chi,x -> U+03C7
FedEx,fedex.com,fedeх.com,xn--fede-86d.com,IDN-homoglyph,Cyrillic-ha,x -> U+0445
FedEx,fedex.com,fedeⅹ.com,fedex.com,IDN-homoglyph,Roman-num,x -> U+2179
FedEx,fedex.com,fedεx.com,xn--fedx-nmd.com,IDN-homoglyph,Greek-eps,e -> U+03B5
FedEx,fedex.com,fedеx.com,xn--fedx-x4d.com,IDN-homoglyph,Cyrillic,e -> U+0435
FedEx,fedex.com,fedєx.com,xn--fedx-d9d.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
FedEx,fedex.com,feԁex.com,xn--feex-1ye.com,IDN-homoglyph,Cyrillic-komi,d -> U+0501
FedEx,fedex.com,feⅾex.com,fedex.com,IDN-homoglyph,Roman-num,d -> U+217E
FedEx,fedex.com,fεdex.com,xn--fdex-lmd.com,IDN-homoglyph,Greek-eps,e -> U+03B5
FedEx,fedex.com,fеdex.com,xn--fdex-v4d.com,IDN-homoglyph,Cyrillic,e -> U+0435
FedEx,fedex.com,fєdex.com,xn--fdex-b9d.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
GitHub,github.com,9ithub.com,,ASCII-lookalike,ASCII,g -> 9
GitHub,github.com,g1thub.com,,ASCII-lookalike,ASCII,i -> 1
GitHub,github.com,gi7hub.com,,ASCII-lookalike,ASCII,t -> 7
GitHub,github.com,githu8.com,,ASCII-lookalike,ASCII,b -> 8
GitHub,github.com,glthub.com,,ASCII-lookalike,ASCII,i -> l
GitHub,github.com,qithub.com,,ASCII-lookalike,ASCII,g -> q
GitHub,github.com,githuЬ.com,xn--githu-10e.com,IDN-homoglyph,Cyrillic-soft,b -> U+042C
GitHub,github.com,githuв.com,xn--githu-lwe.com,IDN-homoglyph,Cyrillic-ve,b -> U+0432
GitHub,github.com,githυb.com,xn--githb-vde.com,IDN-homoglyph,Greek-upsilon,u -> U+03C5
GitHub,github.com,githսb.com,xn--githb-bjg.com,IDN-homoglyph,Armenian-se,u -> U+057D
GitHub,github.com,gitһub.com,xn--gitub-0kf.com,IDN-homoglyph,Cyrillic-shha,h -> U+04BB
GitHub,github.com,gitհub.com,xn--gitub-1gg.com,IDN-homoglyph,Armenian-ho,h -> U+0570
GitHub,github.com,giτhub.com,xn--gihub-nde.com,IDN-homoglyph,Greek-tau,t -> U+03C4
GitHub,github.com,gıthub.com,xn--gthub-n4a.com,IDN-homoglyph,Latin-dotless,i -> U+0131
GitHub,github.com,gιthub.com,xn--gthub-qbe.com,IDN-homoglyph,Greek-iota,i -> U+03B9
GitHub,github.com,gіthub.com,xn--gthub-n2e.com,IDN-homoglyph,Cyrillic-i,i -> U+0456
GitHub,github.com,gїthub.com,xn--gthub-t2e.com,IDN-homoglyph,Cyrillic-yi,i -> U+0457
GitHub,github.com,ɡithub.com,xn--ithub-qmc.com,IDN-homoglyph,Latin-script-g,g -> U+0261
GitHub,github.com,ԍithub.com,xn--ithub-zyf.com,IDN-homoglyph,Cyrillic-komi-sje,g -> U+050D
Gmail,gmail.com,gnnail.com,,ASCII-digraph,ASCII,m -> nn
Gmail,gmail.com,grnail.com,,ASCII-digraph,ASCII,m -> rn
Gmail,gmail.com,9mail.com,,ASCII-lookalike,ASCII,g -> 9
Gmail,gmail.com,gm4il.com,,ASCII-lookalike,ASCII,a -> 4
Gmail,gmail.com,gma1l.com,,ASCII-lookalike,ASCII,i -> 1
Gmail,gmail.com,gmai1.com,,ASCII-lookalike,ASCII,l -> 1
Gmail,gmail.com,gmaii.com,,ASCII-lookalike,ASCII,l -> i
Gmail,gmail.com,gmall.com,,ASCII-lookalike,ASCII,i -> l
Gmail,gmail.com,qmail.com,,ASCII-lookalike,ASCII,g -> q
Gmail,gmail.com,gmaiӏ.com,xn--gmai-yre.com,IDN-homoglyph,Cyrillic-palochka,l -> U+04CF
Gmail,gmail.com,gmai׀.com,xn--gmai-erf.com,IDN-homoglyph,Hebrew-paseq,l -> U+05C0
Gmail,gmail.com,gmaiⅼ.com,gmail.com,IDN-homoglyph,Roman-num,l -> U+217C
Gmail,gmail.com,gmaıl.com,xn--gmal-nza.com,IDN-homoglyph,Latin-dotless,i -> U+0131
Gmail,gmail.com,gmaιl.com,xn--gmal-7md.com,IDN-homoglyph,Greek-iota,i -> U+03B9
Gmail,gmail.com,gmaіl.com,xn--gmal-n9d.com,IDN-homoglyph,Cyrillic-i,i -> U+0456
Gmail,gmail.com,gmaїl.com,xn--gmal-s9d.com,IDN-homoglyph,Cyrillic-yi,i -> U+0457
Gmail,gmail.com,gmɑil.com,xn--gmil-r5b.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Gmail,gmail.com,gmαil.com,xn--gmil-1ld.com,IDN-homoglyph,Greek,a -> U+03B1
Gmail,gmail.com,gmаil.com,xn--gmil-63d.com,IDN-homoglyph,Cyrillic,a -> U+0430
Gmail,gmail.com,gмail.com,xn--gail-v5d.com,IDN-homoglyph,Cyrillic-em,m -> U+043C
Gmail,gmail.com,gⅿail.com,gmail.com,IDN-homoglyph,Roman-num,m -> U+217F
Gmail,gmail.com,ɡmail.com,xn--mail-z7b.com,IDN-homoglyph,Latin-script-g,g -> U+0261
Gmail,gmail.com,ԍmail.com,xn--mail-p0e.com,IDN-homoglyph,Cyrillic-komi-sje,g -> U+050D
Google,google.com,9oogle.com,,ASCII-lookalike,ASCII,g -> 9
Google,google.com,g0ogle.com,,ASCII-lookalike,ASCII,o -> 0
Google,google.com,go0gle.com,,ASCII-lookalike,ASCII,o -> 0
Google,google.com,goo9le.com,,ASCII-lookalike,ASCII,g -> 9
Google,google.com,goog1e.com,,ASCII-lookalike,ASCII,l -> 1
Google,google.com,googie.com,,ASCII-lookalike,ASCII,l -> i
Google,google.com,googl3.com,,ASCII-lookalike,ASCII,e -> 3
Google,google.com,gooqle.com,,ASCII-lookalike,ASCII,g -> q
Google,google.com,qoogle.com,,ASCII-lookalike,ASCII,g -> q
Google,google.com,googlε.com,xn--googl-59d.com,IDN-homoglyph,Greek-eps,e -> U+03B5
Google,google.com,googlе.com,xn--googl-3we.com,IDN-homoglyph,Cyrillic,e -> U+0435
Google,google.com,googlє.com,xn--googl-f2e.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
Google,google.com,googӏe.com,xn--googe-hof.com,IDN-homoglyph,Cyrillic-palochka,l -> U+04CF
Google,google.com,goog׀e.com,xn--googe-sug.com,IDN-homoglyph,Hebrew-paseq,l -> U+05C0
Google,google.com,googⅼe.com,google.com,IDN-homoglyph,Roman-num,l -> U+217C
Google,google.com,gooɡle.com,xn--goole-tmc.com,IDN-homoglyph,Latin-script-g,g -> U+0261
Google,google.com,gooԍle.com,xn--goole-2yf.com,IDN-homoglyph,Cyrillic-komi-sje,g -> U+050D
Google,google.com,goοgle.com,xn--gogle-sce.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Google,google.com,goоgle.com,xn--gogle-kye.com,IDN-homoglyph,Cyrillic,o -> U+043E
Google,google.com,goօgle.com,xn--gogle-mkg.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Google,google.com,gοogle.com,xn--gogle-rce.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
